Provinsi,Kabupaten/Kota,Kecamatan,Harga per Kg
Kalimantan Timur,Kota Samarinda,Sungai Kunjang-Sri,9500
Kalimantan Timur,Kota Samarinda,Sungai Pinang-Sri,9500
Kalimantan Utara,Kab Bulungan,Peso,24000
Kalimantan Utara,Kab Bulungan,Peso Hilir,24000
Kalimantan Utara,Kab Bulungan,Pulau Bunyu,24000
Kalimantan Utara,Kab Bulungan,Sekatak,24000
Kalimantan Utara,Kab Bulungan,Tanjung Palas,24000
Kalimantan Utara,Kab Bulungan,Tanjung Palas Barat,24000
Kalimantan Utara,Kab Bulungan,Tanjung Palas Tengah,24000
Kalimantan Utara,Kab Bulungan,Tanjung Palas Timur,24000
Kalimantan Utara,Kab Bulungan,Tanjung Palas Utara,24000
Kalimantan Utara,Kab Bulungan,Tanjung Selor,24000
Kalimantan Utara,Kab Malinau,Bahau Hulu,24000
Kalimantan Utara,Kab Malinau,Kayan Hilir-Mwl,24000
Kalimantan Utara,Kab Malinau,Kayan Hulu-Mwl,24000
Kalimantan Utara,Kab Malinau,Kayan Selatan,24000
Kalimantan Utara,Kab Malinau,Malinau Barat,24000
Kalimantan Utara,Kab Malinau,Kota Malinau,24000
Kalimantan Utara,Kab Malinau,Malinau Selatan,24000
Kalimantan Utara,Kab Malinau,Malinau Selatan Hilir,24000
Kalimantan Utara,Kab Malinau,Malinau Selatan Hulu,24000
Kalimantan Utara,Kab Malinau,Malinau Utara,24000
Kalimantan Utara,Kab Malinau,Mentarang,24000
Kalimantan Utara,Kab Malinau,Mentarang Hulu,24000
Kalimantan Utara,Kab Malinau,Pujungan,24000
Kalimantan Utara,Kab Malinau,Sungai Boh,24000
Kalimantan Utara,Kab Malinau,Sungai Tubu,24000
Kalimantan Utara,Kab Nunukan,Kerayan,24000
Kalimantan Utara,Kab Nunukan,Krayan Barat,24000
Kalimantan Utara,Kab Nunukan,Krayan Selatan,24000
Kalimantan Utara,Kab Nunukan,Krayan Tengah,24000
Kalimantan Utara,Kab Nunukan,Krayan Timur,24000
Kalimantan Utara,Kab Nunukan,Lumbis,24000
Kalimantan Utara,Kab Nunukan,Lumbis Ogong,24000
Kalimantan Utara,Kab Nunukan,Nunukan,24000
Kalimantan Utara,Kab Nunukan,Nunukan Selatan,24000
Kalimantan Utara,Kab Nunukan,Sebatik,24000
Kalimantan Utara,Kab Nunukan,Sebatik Barat,24000
Kalimantan Utara,Kab Nunukan,Sebatik Tengah,24000
Kalimantan Utara,Kab Nunukan,Sebatik Timur,24000
Kalimantan Utara,Kab Nunukan,Sebatik Utara,24000
Kalimantan Utara,Kab Nunukan,Sebuku,24000
Kalimantan Utara,Kab Nunukan,Sei Menggaris,24000
Kalimantan Utara,Kab Nunukan,Sembakung,24000
Kalimantan Utara,Kab Nunukan,Sembakung Atulai,24000
Kalimantan Utara,Kab Nunukan,Tulin Onsoi,24000
Kalimantan Utara,Kab Tana Tidung,Betayu,24000
Kalimantan Utara,Kab Tana Tidung,Muruk Rian,24000
Kalimantan Utara,Kab Tana Tidung,Sesayap,24000
Kalimantan Utara,Kab Tana Tidung,Sesayap Hilir,24000
Kalimantan Utara,Kab Tana Tidung,Tana Lia,24000
Kalimantan Utara,Kota Tarakan,Tarakan Barat,23000
Kalimantan Utara,Kota Tarakan,Tarakan Tengah,23000
Kalimantan Utara,Kota Tarakan,Tarakan Timur,23000
Kalimantan Utara,Kota Tarakan,Tarakan Utara,23000
Kepulauan Bangka Belitung,Kab Bangka,Bakam,11000
Kepulauan Bangka Belitung,Kab Bangka,Belinyu,11000
Kepulauan Bangka Belitung,Kab Bangka,Mendo Barat,11000
Kepulauan Bangka Belitung,Kab Bangka,Merawang,11000
Kepulauan Bangka Belitung,Kab Bangka,Pemali,11000
Kepulauan Bangka Belitung,Kab Bangka,Puding Besar,11000
Kepulauan Bangka Belitung,Kab Bangka,Riau Silip,11000
Kepulauan Bangka Belitung,Kab Bangka,Sungai Liat,11000
Kepulauan Bangka Belitung,Kab Bangka Barat,Jebus,11000
Kepulauan Bangka Belitung,Kab Bangka Barat,Kelapa,11000
Kepulauan Bangka Belitung,Kab Bangka Barat,Muntok,11000
Kepulauan Bangka Belitung,Kab Bangka Barat,Paritiga,11000
Kepulauan Bangka Belitung,Kab Bangka Barat,Simpang Teritip,11000
Kepulauan Bangka Belitung,Kab Bangka Barat,Tempilang,11000
Kepulauan Bangka Belitung,Kab Bangka Selatan,Air Gegas,11000
Kepulauan Bangka Belitung,Kab Bangka Selatan,Kepulauan Pongok,11000
Kepulauan Bangka Belitung,Kab Bangka Selatan,Lepar Pongok,11000
Kepulauan Bangka Belitung,Kab Bangka Selatan,Payung-Tob,11000
Kepulauan Bangka Belitung,Kab Bangka Selatan,Pulau Besar,11000
Kepulauan Bangka Belitung,Kab Bangka Selatan,Simpang Rimba,11000
Kepulauan Bangka Belitung,Kab Bangka Selatan,Toboali,11000
Kepulauan Bangka Belitung,Kab Bangka Selatan,Tukak Sadai,11000
Kepulauan Bangka Belitung,Kab Bangka Tengah,Koba,11000
Kepulauan Bangka Belitung,Kab Bangka Tengah,Lubuk Besar,11000
Kepulauan Bangka Belitung,Kab Bangka Tengah,Namang,11000
Kepulauan Bangka Belitung,Kab Bangka Tengah,Pangkalan Baru,11000
Kepulauan Bangka Belitung,Kab Bangka Tengah,Simpang Katis,11000
Kepulauan Bangka Belitung,Kab Bangka Tengah,Sungai Selan,11000
Kepulauan Bangka Belitung,Kab Belitung,Badau-Tjq,12500
Kepulauan Bangka Belitung,Kab Belitung,Membalong,12500
Kepulauan Bangka Belitung,Kab Belitung,Selat Nasik,12500
Kepulauan Bangka Belitung,Kab Belitung,Sijuk,12500
Kepulauan Bangka Belitung,Kab Belitung,Tanjung Pandan,12500
Kepulauan Bangka Belitung,Kab Belitung Timur,Damar,12500
Kepulauan Bangka Belitung,Kab Belitung Timur,Dendang-Mag,12500
Kepulauan Bangka Belitung,Kab Belitung Timur,Gantung,12500
Kepulauan Bangka Belitung,Kab Belitung Timur,Kelapa Kampit,12500
Kepulauan Bangka Belitung,Kab Belitung Timur,Manggar,12500
Kepulauan Bangka Belitung,Kab Belitung Timur,Simpang Pesak,12500
Kepulauan Bangka Belitung,Kab Belitung Timur,Simpang Renggiang,12500
Kepulauan Bangka Belitung,Kota Pangkal Pinang,Bukit Intan,11000
Kepulauan Bangka Belitung,Kota Pangkal Pinang,Gabek,11000
Kepulauan Bangka Belitung,Kota Pangkal Pinang,Gerunggang,11000
Kepulauan Bangka Belitung,Kota Pangkal Pinang,Girimaya,11000
Kepulauan Bangka Belitung,Kota Pangkal Pinang,Pangkal Balam,11000
Kepulauan Bangka Belitung,Kota Pangkal Pinang,Rangkui,11000
Kepulauan Bangka Belitung,Kota Pangkal Pinang,Taman Sari-Pgk,11000
Kepulauan Riau,Kab Bintan,Bintan Pesisir,16000
Kepulauan Riau,Kab Bintan,Bintan Timur,16000
Kepulauan Riau,Kab Bintan,Bintan Utara,16000
Kepulauan Riau,Kab Bintan,Gunung Kijang,16000
Kepulauan Riau,Kab Bintan,Mantang,16000
Kepulauan Riau,Kab Bintan,Seri Sri Kuala Lobam,16000
Kepulauan Riau,Kab Bintan,Tambelan,16000
Kepulauan Riau,Kab Bintan,Teluk Bintan,16000
Kepulauan Riau,Kab Bintan,Teluk Sebong,16000
Kepulauan Riau,Kab Bintan,Toapaya,16000
Kepulauan Riau,Kab Karimun,Belat,31000
Kepulauan Riau,Kab Karimun,Buru,31000
Kepulauan Riau,Kab Karimun,Durai,31000
Kepulauan Riau,Kab Karimun,Karimun,31000
Kepulauan Riau,Kab Karimun,Kundur,31000
Kepulauan Riau,Kab Karimun,Kundur Barat,31000
Kepulauan Riau,Kab Karimun,Kundur Utara,31000
Kepulauan Riau,Kab Karimun,Meral,31000
Kepulauan Riau,Kab Karimun,Merat Barat,31000
Kepulauan Riau,Kab Karimun,Moro,31000
Kepulauan Riau,Kab Karimun,Tebing,31000
Kepulauan Riau,Kab Karimun,Ungar,31000
Kepulauan Riau,Kab Kepulauan Anambas,Jemaja,38000
Kepulauan Riau,Kab Kepulauan Anambas,Jemaja Barat ,38000
Kepulauan Riau,Kab Kepulauan Anambas,Jemaja Timur,38000
Kepulauan Riau,Kab Kepulauan Anambas,Palmatak,38000
Kepulauan Riau,Kab Kepulauan Anambas,Siantan Selatan,38000
Kepulauan Riau,Kab Kepulauan Anambas,Siantan Tengah,38000
Kepulauan Riau,Kab Kepulauan Anambas,Siantan Timur,38000
Kepulauan Riau,Kab Kepulauan Anambas,Siantan Utara ,38000
Kepulauan Riau,Kab Kepulauan Anambas,Siantan-Ana,38000
Kepulauan Riau,Kab Lingga,Bakung Serumpun,34000
Kepulauan Riau,Kab Lingga,Katang Bidare,34000
Kepulauan Riau,Kab Lingga,Kepulauan Posek,34000
Kepulauan Riau,Kab Lingga,Lingga,34000
Kepulauan Riau,Kab Lingga,Lingga Timur,34000
Kepulauan Riau,Kab Lingga,Lingga Utara,34000
Kepulauan Riau,Kab Lingga,Selayar,34000
Kepulauan Riau,Kab Lingga,Senayang,34000
Kepulauan Riau,Kab Lingga,Singkep,34000
Kepulauan Riau,Kab Lingga,Singkep Barat,34000
Kepulauan Riau,Kab Lingga,Singkep Pesisir,34000
Kepulauan Riau,Kab Lingga,Singkep Selatan,34000
Kepulauan Riau,Kab Natuna,Bunguran Barat,17000
Kepulauan Riau,Kab Natuna,Bunguran Batubi,17000
Kepulauan Riau,Kab Natuna,Bungaran Selatan,17000
Kepulauan Riau,Kab Natuna,Bungaran Tengah,17000
Kepulauan Riau,Kab Natuna,Bunguran Timur,17000
Kepulauan Riau,Kab Natuna,Bunguran Timur Laut,17000
Kepulauan Riau,Kab Natuna,Bungaran Utara,17000
Kepulauan Riau,Kab Natuna,Midau,17000
Kepulauan Riau,Kab Natuna,Pulau Laut,17000
Kepulauan Riau,Kab Natuna,Pulau Tiga Barat,17000
Kepulauan Riau,Kab Natuna,Pulau Tiga-Rai,17000
Kepulauan Riau,Kab Natuna,Serasan,17000
Kepulauan Riau,Kab Natuna,Serasan Timur,17000
Kepulauan Riau,Kab Natuna,Suak Midai,17000
Kepulauan Riau,Kab Natuna,Subi,17000
Kepulauan Riau,Kota Batam,Batam Kota,15500
Kepulauan Riau,Kota Batam,Batu Aji,15500
Kepulauan Riau,Kota Batam,Batu Ampar-Bth,15500
Kepulauan Riau,Kota Batam,Di belakang Padang,15500
Kepulauan Riau,Kota Batam,Bengkong,15500
Kepulauan Riau,Kota Batam,Bulang,15500
Kepulauan Riau,Kota Batam,Galang-Bth,15500
Kepulauan Riau,Kota Batam,Lubuk Baja,15500
Kepulauan Riau,Kota Batam,Nongsa,15500
Kepulauan Riau,Kota Batam,Sagulung,15500
Kepulauan Riau,Kota Batam,Sekupang,15500
Kepulauan Riau,Kota Batam,Sungai Beduk,15500
Kepulauan Riau,Kota Tanjung Pinang,Bukit Bestari,15000
Kepulauan Riau,Kota Tanjung Pinang,Tanjung Pinang Barat,15000
Kepulauan Riau,Kota Tanjung Pinang,Tanjung Pinang Kota,15000
Kepulauan Riau,Kota Tanjung Pinang,Tanjung Pinang Timur,15000
